Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,0.2376100185
spotify:track:21PaOSZdsh7DToHW6d5B38,Mood,spotify:artist:2JzhQYGos3RqV7MT5fWeek,Porches,spotify:album:7kNB1l6WPFlZxH5MtgtW3j,Pool,spotify:artist:2JzhQYGos3RqV7MT5fWeek,Porches,2016-02-05,https://i.scdn.co/image/ab67616d0000b273c2d6a4fe3a0ea5e3e8bd005d,1,4,148360,https://p.scdn.co/mp3-preview/6d1d37cc6d02ff0bfb52694d877c18fc99de6de2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,GBCEL1500604,,2016-04-10T19:30:52Z,"art pop,chillwave,experimental pop,shimmer psych",0.736,0.468,4,-7.035,1,0.0294,0.53,0.00184,0.094,0.642,97.484,3,,Domino Recording Co,"C 2016 Domino Recording Co. Ltd., P 2016 Domino Recording Co. Ltd.",
spotify:track:1jDP5gOHZnJ5TyFhu2QfEK,Braid,spotify:artist:2JzhQYGos3RqV7MT5fWeek,Porches,spotify:album:7kNB1l6WPFlZxH5MtgtW3j,Pool,spotify:artist:2JzhQYGos3RqV7MT5fWeek,Porches,2016-02-05,https://i.scdn.co/image/ab67616d0000b273c2d6a4fe3a0ea5e3e8bd005d,1,2,206453,https://p.scdn.co/mp3-preview/815de79d1fdf24f5e785f8c825b3977cc74d7c20?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,GBCEL1500602,,2016-04-10T19:30:52Z,"art pop,chillwave,experimental pop,shimmer psych",0.647,0.862,2,-6.118,0,0.0347,0.0271,0.075,0.157,0.465,109.997,4,,Domino Recording Co,"C 2016 Domino Recording Co. Ltd., P 2016 Domino Recording Co. Ltd.",
spotify:track:5NgL9gNZFaBdJCnxWsJ4WT,Cardamom,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,Weyes Blood,spotify:album:0NAK4nbn48FTLPLm71sy1k,Cardamom Times,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,Weyes Blood,2015-10-08,https://i.scdn.co/image/ab67616d0000b27396adb8771bcf840bd2c08501,1,3,274680,,FALSE,0,QMV8L1520903,,2017-08-06T01:52:35Z,"art pop,chamber pop,experimental folk,indie pop",0.417,0.326,8,-10.59,1,0.0293,0.916,0.00275,0.116,0.404,146.898,4,,Mexican Summer,"C © 2015 Kemado Records Inc. d/b/a Mexican Summer, P ℗ 2015 Kemado Records Inc. d/b/a Mexican Summer",
spotify:track:56UJACMXb24lALwYyVNokb,High Enough To Carry You Over,spotify:artist:3CjlHNtplJyTf9npxaPl5w,CHVRCHES,spotify:album:1icGjif3DwL3PGKrKfuYh1,Every Open Eye,spotify:artist:3CjlHNtplJyTf9npxaPl5w,CHVRCHES,2015-09-25,https://i.scdn.co/image/ab67616d0000b273f1b4b8e3219fa23bf218d457,1,6,219047,,FALSE,0,GBZN81500006,,2015-09-25T17:48:45Z,"indietronica,metropopolis,neo-synthpop,shimmer pop",0.586,0.681,6,-5.876,0,0.0409,0.346,0,0.128,0.3,105.362,4,,Glassnote Entertainment Group,"C © 2015 CHVRCHES under exclusive license to Glassnote Entertainment Group LLC, P ℗ 2015 CHVRCHES under exclusive license to Glassnote Entertainment Group LLC",
spotify:track:2RzGQMc5XtWKeyri5J4Qtl,Too Much Space Man,spotify:artist:3NTbCfTrDL2WFob27hdLTe,Diane Coffee,spotify:album:3Tl09ZhjYKH1USIMXZStJw,Everybody's a Good Dog,spotify:artist:3NTbCfTrDL2WFob27hdLTe,Diane Coffee,2015-09-04,https://i.scdn.co/image/ab67616d0000b2739a008e3dd68893184b0b2085,1,9,263186,,FALSE,0,US78L1513209,,2015-09-16T15:30:09Z,baroque pop,0.295,0.865,7,-5.292,1,0.0732,0.000777,0.608,0.733,0.423,122.763,4,,Western Vinyl,"C 2015 Western Vinyl, P 2015 Western Vinyl",
spotify:track:6CPWqwD2hhbuaDRLA1Clu0,Everything You Do (You Do for You),spotify:artist:3mVWMgLc7bcyCBtL2ymZwK,The Arcs,spotify:album:7GcnWeopUkyCwFFEt6RrsA,"Yours, Dreamily,",spotify:artist:3mVWMgLc7bcyCBtL2ymZwK,The Arcs,2015-08-28,https://i.scdn.co/image/ab67616d0000b27309e53cddf2fe29bb621d1fed,1,5,187720,https://p.scdn.co/mp3-preview/2b176240487a4b10b567a56b5c34b22ef587f967?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,30,USNO11500253,,2015-09-16T15:29:43Z,"garage rock,modern blues rock",0.595,0.764,7,-10.262,0,0.29,0.716,0.148,0.162,0.614,99.581,4,,Nonesuch,"C © 2015 Nonesuch Records Inc., P ℗ 2015 Nonesuch Records Inc.",
spotify:track:4CCh5x5jbCbnaD6wTixA2W,Meg Ryan,spotify:artist:7tuwjSE2q4zeBdNObeO7LB,Adult Mom,spotify:album:3uebju25JcTVhfV1yONQ9c,Momentary Lapse of Happily,spotify:artist:7tuwjSE2q4zeBdNObeO7LB,Adult Mom,2015-07-28,https://i.scdn.co/image/ab67616d0000b273814985a73a82b867b65b6415,1,10,144768,,FALSE,0,US4KC1168810,,2017-06-14T02:44:54Z,"bubblegrunge,small room,transpop",0.461,0.386,9,-8.902,1,0.0326,0.111,0.44,0.0696,0.471,100.576,3,,Tiny Engines,"C 2015 Tiny Engines, P 2015 Adult Mom Publishing",
spotify:track:4EuNrA0jzO9bPqvUKenzgm,The Wonderwhy (Hidden Track),spotify:artist:3btzEQD6sugImIHPMRgkwV,Wolf Alice,spotify:album:6bRsXeFIUgPfYLZNprki2h,My Love Is Cool,spotify:artist:3btzEQD6sugImIHPMRgkwV,Wolf Alice,2015-06-23,https://i.scdn.co/image/ab67616d0000b273e6d1629805bf97c4fd363376,1,13,406600,https://p.scdn.co/mp3-preview/d57e5fe1bc97d7316547805b688b23abaf7bc7d7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,22,GBK3W1000346,,2015-07-27T19:12:54Z,"indie rock,modern alternative rock,modern rock",0.429,0.319,7,-10.035,1,0.0547,0.469,0.18,0.128,0.0971,110.985,4,,Dirty Hit/RCA Records,"P (P) 2015 RCA Records, a division of Sony Music Entertainment",
spotify:track:4dhARBZ8YLvm8oRDnCIeXr,Necessary Evil,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,spotify:album:587Clxxo1i5flgjvS52bEC,Multi-Love,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,2015-05-26,https://i.scdn.co/image/ab67616d0000b273ee70875d2ac4c16bdeba0191,1,8,317800,,FALSE,0,US38Y1526208,,2015-07-28T18:38:58Z,"art pop,indie rock,indie soul,indietronica,kiwi rock,neo-psychedelic,portland hip hop,psychedelic pop",0.828,0.724,9,-7.217,1,0.113,0.045,0.0618,0.132,0.694,96.2,4,,Jagjaguwar,"C 2015 Jagjaguwar, P 2015 Jagjaguwar",
spotify:track:4BcYAmmTTqvGfHqBrg3v4S,Go,spotify:artist:5CS14R1ytSX7XfXD0m5FAj,Yowler,spotify:album:3kHpqQRH7LfDMucH4rVzz2,The Offer,spotify:artist:5CS14R1ytSX7XfXD0m5FAj,Yowler,2015-03-10,https://i.scdn.co/image/ab67616d0000b2737786a9380f5c49faa34948ee,1,10,213056,,FALSE,0,QMCE71301434,,2022-06-29T19:34:47Z,small room,0.726,0.327,6,-9.813,1,0.0288,0.582,0.576,0.0759,0.233,76.394,4,,Double Double Whammy,"C 2017 Double Double Whammy, P 2017 Double Double Whammy",
spotify:track:7voIYZILDtt66P020U0Frt,Holidays,spotify:artist:5CS14R1ytSX7XfXD0m5FAj,Yowler,spotify:album:4qZgA87FU642xcATUBEfnM,The Offer,spotify:artist:5CS14R1ytSX7XfXD0m5FAj,Yowler,2015-03-10,https://i.scdn.co/image/ab67616d0000b273bf8059245e4467ddf8c49139,1,4,194768,,FALSE,0,USQY51514337,,2016-05-02T03:08:09Z,small room,0.462,0.0803,2,-21.308,1,0.0348,0.953,0.144,0.104,0.206,94.317,4,,Double Double Whammy,"C 2015 Double Double Whammy, P 2015 Double Double Whammy",
spotify:track:1qJShpuOXan9P35lRqiHrw,Hot Summer,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,spotify:album:4lJP3IJW1TAoKoHDatwTj8,…And Star Power,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,2014-10-14,https://i.scdn.co/image/ab67616d0000b273a663603db613de8ebd8f5ec5,1,16,108586,,FALSE,0,US38Y1425216,,2014-12-09T16:06:32Z,"baroque pop,chamber pop,experimental pop,indie rock,indietronica,neo-psychedelic,noise pop",0.266,0.36,5,-6.15,1,0.0315,0.0000755,0.171,0.776,0.442,82.161,4,,Jagjaguwar,"C 2014 Jagjaguwar, P 2014 Jagjaguwar",
spotify:track:2Hclj3pTypyK4nbT65XfO9,Overwhelmed with Pride,spotify:artist:4Z2JzIUIe7HymMSV0tgP8c,Avi Buffalo,spotify:album:4R7QUy2mLIDi566XNmSAi2,At Best Cuckold,spotify:artist:4Z2JzIUIe7HymMSV0tgP8c,Avi Buffalo,2014-09-09,https://i.scdn.co/image/ab67616d0000b2734604c2a7bd0fcf19cee7cda4,1,5,243446,,FALSE,0,USSUB1404705,,2015-09-22T22:21:57Z,baroque pop,0.477,0.447,4,-9.858,1,0.0276,0.319,0.867,0.123,0.462,145.041,4,,Sub Pop Records,"C 2014 Sub Pop Records, P 2014 Sub Pop Records",
spotify:track:5HLes17mwCwKt81mi0Tk35,"Archie, Marry Me",spotify:artist:3kzwYV3OCB010YfXMF0Avt,Alvvays,spotify:album:4PrBMzWzzoMOwm55Bfo3dt,Alvvays,spotify:artist:3kzwYV3OCB010YfXMF0Avt,Alvvays,2014-07-22,https://i.scdn.co/image/ab67616d0000b273ce93b2fc719ae92dacec2b4b,1,2,196560,,FALSE,0,US3R41428202,,2016-04-09T23:42:13Z,"art pop,chamber pop,dream pop,dreamo,indie pop,indie rock,noise pop,shoegaze,toronto indie",0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,4,,Polyvinyl Records,"C © 2014 Polyvinyl Records, P ℗ 2014 Polyvinyl Records",
spotify:track:6WuKJi5EXFn7RuS5dvLfZB,Alone In My Home,spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White,spotify:album:36LXzRarDP8TU8K0REGpt6,Lazaretto,spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White,2014-06-10,https://i.scdn.co/image/ab67616d0000b2731cf7e27ac5a95d7069ffad98,1,7,206386,https://p.scdn.co/mp3-preview/88ce073aa605aefd2fec7f77e27408fd873b2689?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,USSM11401503,,2014-08-08T13:15:01Z,"alternative rock,blues rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,punk blues,rock",0.6,0.603,9,-9.412,1,0.0354,0.252,0.00146,0.364,0.446,96.024,4,,Third Man Records/Columbia,P (P) 2014 Third Man Records,
spotify:track:3RVKPcci1TJUlqKqEVb86Q,Bullet in the Brain,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:7iuAif3jt2f5DpESNp8MOR,Turn Blue,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2014-05-12,https://i.scdn.co/image/ab67616d0000b2732f55333b58798f511750b4a7,1,6,254966,,FALSE,0,,,2014-05-13T14:49:05Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0,0,0,-60,0,0,0,0,0,0,0,0,,Spotify,,
spotify:track:6yFNMQrUVlg9Uqo0qRzGOD,Goodbye Weekend,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,spotify:album:1l9d1Zj9Iv2eOcdObVhdMy,Salad Days,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,2014-04-01,https://i.scdn.co/image/ab67616d0000b2737da53b49b2eb7b7a695d9cca,1,5,179766,,FALSE,0,QMMZN1300564,,2015-06-12T19:11:03Z,"edmonton indie,lo-fi indie,pov: indie",0.559,0.793,2,-4.019,0,0.0346,0.174,0.021,0.329,0.604,80.083,4,,Captured Tracks,"C 2014 Captured Tracks, P 2014 Captured Tracks",
spotify:track:4keAoywVf4jxRvXU7ON0hV,Salad Days,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,spotify:album:1l9d1Zj9Iv2eOcdObVhdMy,Salad Days,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,2014-04-01,https://i.scdn.co/image/ab67616d0000b2737da53b49b2eb7b7a695d9cca,1,1,145893,,FALSE,0,QMMZN1300560,,2015-06-12T19:11:03Z,"edmonton indie,lo-fi indie,pov: indie",0.43,0.771,5,-7.176,1,0.0375,0.0876,0.0239,0.121,0.772,201.001,4,,Captured Tracks,"C 2014 Captured Tracks, P 2014 Captured Tracks",
spotify:track:2J4obtL5oOmstcOfq5UW3C,Passing Out Pieces,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,spotify:album:1l9d1Zj9Iv2eOcdObVhdMy,Salad Days,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,2014-04-01,https://i.scdn.co/image/ab67616d0000b2737da53b49b2eb7b7a695d9cca,1,7,167090,,FALSE,0,QMMZN1300566,,2015-06-12T19:11:03Z,"edmonton indie,lo-fi indie,pov: indie",0.417,0.73,5,-6.774,1,0.0363,0.000563,0.00000331,0.0766,0.43,81.179,4,,Captured Tracks,"C 2014 Captured Tracks, P 2014 Captured Tracks",
spotify:track:1mgROKjkZvx4hsJvFMmgco,Horizon,spotify:artist:41SQP16hv1TioVYqdckmxT,Real Estate,spotify:album:7lAYJiypiPbCDvjKOBX1TV,Atlas,spotify:artist:41SQP16hv1TioVYqdckmxT,Real Estate,2014-03-03,https://i.scdn.co/image/ab67616d0000b273a5d7d43fae1f8b6f0e9f9c5e,1,9,191160,,FALSE,0,GBCEL1300579,,2015-09-22T22:22:12Z,"chamber pop,chillwave,dreamo,indie rock,indietronica,lo-fi,neo-psychedelic,new jersey indie,noise pop,shimmer pop",0.477,0.72,7,-7.024,1,0.0257,0.114,0.127,0.145,0.793,160.824,4,,Domino Recording Co,"C 2014 Domino Recording Co Ltd, P 2014 Domino Recording Co Ltd",
spotify:track:4DEzkhOYGiF9LURr7xprV3,No Matter What You're Told,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,spotify:album:0cerZ38ofhMVENqGuIkRKI,After the Disco,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,2014-01-31,https://i.scdn.co/image/ab67616d0000b27358bf68a35a0440b6cc0127a3,1,9,230720,,FALSE,0,USSM11305463,,2014-08-08T13:16:15Z,"chamber pop,indie rock,indietronica,la indie,modern rock",0.725,0.797,7,-7.167,1,0.0378,0.163,0,0.171,0.934,124.969,4,,Columbia,"P (P) 2013, 2014 Columbia Records, a Division of Sony Music Entertainment",
spotify:track:4SRk3Bn5cOakigp3KcW43Q,"Green, Green Rocky Road",spotify:artist:5opRYqktzpMFqZ7jtnp7yy,Oscar Isaac,spotify:album:51AZfmLtvKWmchlcA4QGAP,Inside Llewyn Davis: Original Soundtrack Recording,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2013-11-01,https://i.scdn.co/image/ab67616d0000b273f8d5789d074561f5169a2130,1,6,197093,https://p.scdn.co/mp3-preview/01752e7777b9c104c089091dc1e25d0f1343b08f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,USNO11300387,,2015-04-09T16:20:39Z,movie tunes,0.51,0.175,11,-14.671,1,0.0385,0.941,0.0315,0.106,0.117,150.285,4,,Nonesuch,"C © 2013 Long Strange Trip LLC, under license to Nonesuch Records Inc., P ℗ 2013 Long Strange Trip LLC, under license to Nonesuch Records Inc.",
spotify:track:1sTJzZXvKAjNbiCxsm2HOS,From The Sun,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,spotify:album:6ULZg9jfTYgi41HmrRww24,II (Deluxe Edition),spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,2013-10-22,https://i.scdn.co/image/ab67616d0000b2736d7e970464fcaae1379ac0f8,1,1,283506,,FALSE,0,US38Y1323201,,2015-09-22T22:22:00Z,"art pop,indie rock,indie soul,indietronica,kiwi rock,neo-psychedelic,portland hip hop,psychedelic pop",0.483,0.399,6,-13.652,0,0.0595,0.0411,0.0112,0.0936,0.141,83.2,4,,Jagjaguwar,"C 2013 Jagjaguwar, P 2013 Jagjaguwar",
spotify:track:6MtJnnoTMozorcmelPpy8Y,Teeth,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,spotify:album:4EK8gtQfdVsmDTji7gBFlz,Melophobia,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,2013-10-08,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,1,9,327026,https://p.scdn.co/mp3-preview/9fb65be018733f1b5f4822aad9d0d30b6ddc0915?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42,USRC11301168,,2014-11-09T19:29:02Z,"modern alternative rock,modern rock,pov: indie,punk blues,rock",0.295,0.976,11,-1.267,0,0.107,0.186,0.00243,0.0709,0.261,136.771,4,,RCA Records Label,"P (P) 2013 RCA Records, a division of Sony Music Entertainment",
spotify:track:5kK0CQYgpRgBrtMNNN47BG,The Last of Us (Goodnight),spotify:artist:4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,spotify:album:2GFFxj8aR2XpwIMYanOPjh,The Last of Us,spotify:artist:4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,2013-06-07,https://i.scdn.co/image/ab67616d0000b27368e5e7cc9256ca8c0917a9dd,1,14,51000,https://p.scdn.co/mp3-preview/b84144f216b10d0d74b34d2cec9de2506f26c120?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,USGSS1300108,,2014-08-08T13:16:04Z,"argentine ambient,latin classical,latin soundtrack,orchestral soundtrack,soundtrack",0.535,0.113,9,-22.767,0,0.233,0.93,0.635,0.0982,0.333,119.958,4,,Masterworks,"P (P) 2013 Sony Computer Entertainment America LLC. 919 E. Hillsdale Boulevard, Foster City, California 94404 USA. ""PlayStation"" and the ""PS"" Family logo are registered trademarks of Sony Computer Entertainment Inc.",
spotify:track:4WMuY659P2MKnoW40oGXe8,Purple Yellow Red and Blue,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,spotify:album:6VoOCCv0bXPrTHDncJyIgF,Evil Friends,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,2013-05-31,https://i.scdn.co/image/ab67616d0000b273a1dfbbbaf24e01e0f1964d77,1,11,249746,https://p.scdn.co/mp3-preview/462c828280041fcc6011ce2a299eef3cf2a24d53?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,USAT21300539,,2014-08-08T13:15:45Z,"indie rock,indietronica,modern alternative rock,modern rock",0.601,0.859,4,-6.311,0,0.0397,0.0351,0.331,0.144,0.431,101.003,4,,Atlantic Records,"C © 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",
spotify:track:5WbmgRh4WP3dfmcrPUDY4O,Everlasting Arms,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:album:2Qi2SySN2ePZwMLDSv9Krn,Modern Vampires of the City,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,2013-05-27,https://i.scdn.co/image/ab67616d0000b27309f8dd8bf944e66b585fe708,1,7,183320,,FALSE,0,GBBKS1300007,,2014-04-12T22:13:51Z,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock",0.664,0.702,11,-8.072,1,0.188,0.472,0.00352,0.107,0.526,119.852,4,,XL,"C 2013 XL Recordings Ltd under exclusive license from Vampire Weekend LLC., P 2013 XL Recordings Ltd under exclusive license from Vampire Weekend LLC.",
spotify:track:3pkgPVVUyGP8B7SRdd2sSx,The Terror,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,spotify:album:75TZpmhtJhYNuCWbERLTdP,The Terror,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,2013-04-12,https://i.scdn.co/image/ab67616d0000b27348794ad5c1fac06f46504b52,1,5,329853,https://p.scdn.co/mp3-preview/8bb7ca962006144e83b5090327a30ef78dd2b387?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,USWB11301103,,2014-08-08T13:19:36Z,"alternative rock,chamber pop,indie rock,indietronica,noise pop,okc indie,singer-songwriter",0.348,0.815,6,-5.821,0,0.055,0.5,0.977,0.105,0.0917,96.912,4,,Warner Records,"C © 2013 The Flaming Lips under exclusive license to Warner Records Inc., P ℗ 2013 The Flaming Lips under exclusive license to Warner Records Inc.",
spotify:track:1ao6Pson5TZ7PaLM2bfmTf,Faded in the Morning,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,spotify:album:41C5iULlHU9sMYiekI75Pn,II,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,2013-02-05,https://i.scdn.co/image/ab67616d0000b273d4c801e232fceb86e9dc539a,1,9,261519,,FALSE,0,US38Y1323209,,2015-07-22T02:58:35Z,"art pop,indie rock,indie soul,indietronica,kiwi rock,neo-psychedelic,portland hip hop,psychedelic pop",0.591,0.932,8,-7.701,0,0.183,0.00617,0.717,0.281,0.728,118.555,4,,Jagjaguwar,"C 2013 Jagjaguwar, P 2013 Jagjaguwar",
spotify:track:51XZD1FCrWyU3dDWJH4nzb,Shuggie,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,spotify:album:1iQNqvcWTFwfUYnsGgMYBw,We Are the 21st Century Ambassadors of Peace & Magic,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,2013-01-22,https://i.scdn.co/image/ab67616d0000b273aae09cc2185e3355c5b11afc,1,6,201706,,FALSE,0,US38Y1322706,,2015-04-09T16:19:58Z,"baroque pop,chamber pop,experimental pop,indie rock,indietronica,neo-psychedelic,noise pop",0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,3,,Jagjaguwar,"C 2013 Jagjaguwar, P 2013 Jagjaguwar",
spotify:track:2SOT09giYc28fUo9ppjCpw,San Francisco,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,spotify:album:1iQNqvcWTFwfUYnsGgMYBw,We Are the 21st Century Ambassadors of Peace & Magic,spotify:artist:55LHFEtIplWhsfyWZUwkf4,Foxygen,2013-01-22,https://i.scdn.co/image/ab67616d0000b273aae09cc2185e3355c5b11afc,1,4,227906,,FALSE,0,US38Y1322704,,2015-04-09T16:19:56Z,"baroque pop,chamber pop,experimental pop,indie rock,indietronica,neo-psychedelic,noise pop",0.623,0.65,10,-7.953,1,0.0274,0.245,0.000913,0.146,0.879,116.74,4,,Jagjaguwar,"C 2013 Jagjaguwar, P 2013 Jagjaguwar",
spotify:track:7y86rjNBPDtuWz2VBWW2VI,We Sink,spotify:artist:3CjlHNtplJyTf9npxaPl5w,CHVRCHES,spotify:album:4DjNAsJkZAro2gDzeisQY5,The Bones Of What You Believe,spotify:artist:3CjlHNtplJyTf9npxaPl5w,CHVRCHES,2013-01-01,https://i.scdn.co/image/ab67616d0000b273786d5a2515452b7d0656e205,1,2,211773,,FALSE,0,GBZN81300020,,2014-08-26T13:13:22Z,"indietronica,metropopolis,neo-synthpop,shimmer pop",0.608,0.807,2,-6.248,1,0.0389,0.00011,0.000426,0.506,0.472,125.033,4,,Glassnote,"C © 2013 CHVRCHES under exclusive license to Glassnote Entertainment Group LLC, P ℗ 2013 CHVRCHES under exclusive license to Glassnote Entertainment Group LLC",
spotify:track:5KeyVNymqfqac1wLDseK8v,Fineshrine,spotify:artist:1TtJ8j22Roc24e2Jx3OcU4,Purity Ring,spotify:album:7ppypgQppMf3mkRbZxYIFM,Shrines,spotify:artist:1TtJ8j22Roc24e2Jx3OcU4,Purity Ring,2012-07-23,https://i.scdn.co/image/ab67616d0000b27379ed5d0fba851e7c6a4c53f3,1,2,209760,,FALSE,0,GBAFL1200171,,2015-11-05T00:59:23Z,"canadian electropop,dark pop,edmonton indie,grave wave,indietronica,metropopolis,shimmer pop",0.609,0.798,5,-4.448,0,0.0404,0.018,0.00000868,0.434,0.401,130.034,4,,4AD,"C 2012 4AD Ltd, P 2012 4AD Ltd",
spotify:track:1AoiVnAj0a9G7zLyLnmfIt,Hip (Eponymous) Poor Boy,spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White,spotify:album:6eSJ0lu0uwtiqXkP7Qrrno,Blunderbuss,spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White,2012-04-20,https://i.scdn.co/image/ab67616d0000b27331521abf3574d6f66084f366,1,10,183480,https://p.scdn.co/mp3-preview/deb396a38a65db29793e7201a66bca83111c4454?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,USSM11200658,,2014-08-08T13:18:54Z,"alternative rock,blues rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,punk blues,rock",0.406,0.866,7,-9.198,1,0.067,0.113,0.0000581,0.122,0.594,169.513,4,,Third Man Records/Columbia,P (P) 2012 Third Man Records,
spotify:track:6qyFB4oJiMjNnOb1xbZtFM,The Rifle's Spiral,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,The Shins,spotify:album:7bRzPsZ5ODf8STVgpFIQsS,Port Of Morrow,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,The Shins,2012-03-16,https://i.scdn.co/image/ab67616d0000b273c9dfaba7c1d8a6890c380409,1,1,209720,https://p.scdn.co/mp3-preview/4a5b0cb808430161e49f0ca7872f83ca67d74269?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,USSM11106851,,2014-05-08T12:48:16Z,"albuquerque indie,alternative rock,canadian indie,chamber pop,indie pop,indie rock,modern rock,portland indie,stomp and holler",0.518,0.775,6,-5.897,0,0.0303,0.0000993,0.00013,0.336,0.422,107.026,4,,Aural Apothecary/Columbia,P (P) 2012 Sony Music Entertainment,
spotify:track:6ewQE1dNPv9qqlnB1CxrvM,Mind Mischief,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala,spotify:album:3C2MFZ2iHotUQOSBzdSvM7,Lonerism,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala,2012-01-01,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,1,4,271880,https://p.scdn.co/mp3-preview/618a7d62a5e6dbda01b5a9953d9dfa4c1131f714?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,AUUM71200490,,2015-04-09T16:20:08Z,"australian psych,modern rock,neo-psychedelic,rock",0.25,0.942,6,-3.235,1,0.0545,0.0815,0.00097,0.367,0.822,161.333,4,,Modular,"C © 2012 Modular Recordings, P ℗ 2012 Modular Recordings",
