Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,0.2376100185
spotify:track:0MNUkJfHnYPHBsm7Dsd0U7,Travelin' On,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,Norah Jones,spotify:album:3N9ECfsk4OUDKhmhPT3OPX,Little Broken Hearts,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,Norah Jones,2012-01-01,https://i.scdn.co/image/ab67616d0000b2738bdd58c18690457ed7a28592,1,8,186773,https://p.scdn.co/mp3-preview/834575d99f2f5d0edaba59a8895b676742f7507a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,USBN21200151,,2014-08-08T13:22:28Z,"contemporary vocal jazz,jazz pop,vocal jazz",0.486,0.263,9,-12.727,0,0.0303,0.867,0.00123,0.112,0.276,110.997,3,,Blue Note Records,"C © 2012 Blue Note Records, P ℗ 2012 Blue Note Records",
spotify:track:1S8PKtVKvJWwOwfQpQxzWV,Money Maker,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:5DLhV9yOvZ7IxVmljMXtNm,El Camino,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2011-12-06,https://i.scdn.co/image/ab67616d0000b2736a21b97de47168df4f0c1993,1,5,177240,https://p.scdn.co/mp3-preview/2b3a19b3dce125e9cfd2e15a0d9cd08357c1d9ce?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,USNO11100277,,2014-05-08T12:48:16Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.503,0.741,5,-5.672,1,0.0357,0.000314,0.574,0.44,0.544,120.998,4,,Nonesuch,"C © 2011 Nonesuch Records, P ℗ 2011 Nonesuch Records",
spotify:track:6KfYJ4kqVjMEticiPcVoKx,Candy Dish of Diamonds,spotify:artist:6hBY5Lh8jDraauB9148Ub5,Flake Music,spotify:album:3NYVFoLunLCIWpdSAzQbXZ,"When You Land Here, It's Time to Return (2014 Remix/Remaster)",spotify:artist:6hBY5Lh8jDraauB9148Ub5,Flake Music,2011-11-24,https://i.scdn.co/image/ab67616d0000b273f2a54d731ab057501e6ad961,1,5,52400,,FALSE,0,USSUB1411105,,2015-04-09T16:20:22Z,,0.518,0.478,5,-14.29,0,0.0624,0.374,0.978,0.817,0.124,132.483,5,,Sub Pop Records,"C 2014 Flake Music, P 2014 Flake Music",
spotify:track:3dOAXUx7I1qnzWzxdnsyB8,Lonely Boy,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:2uGi7bQZU5My0k1UGJQRz2,Lonely Boy,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2011-10-26,https://i.scdn.co/image/ab67616d0000b273072a173e9323f3bdf1d254d6,1,1,193653,https://p.scdn.co/mp3-preview/cb384c17027f77dd419356db04186415edea2b90?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,USNO11100273,,2014-05-05T00:10:11Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,,Nonesuch,"C © 2011 Nonesuch Records, P ℗ 2011 Nonesuch Records",
spotify:track:7HOZAUHZmS0OXkwQZ2PYQG,Reckless Serenade,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:4DZMNppGPBJJ26MK0q4s3v,Suck It and See,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2011-06-07,https://i.scdn.co/image/ab67616d0000b273466e8de0c1ea5510f9d4b195,1,8,162746,,FALSE,0,GBCEL1100199,,2014-08-08T13:23:09Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.585,0.704,2,-6.613,1,0.0364,0.000294,0.0146,0.074,0.836,127.944,4,,Domino Recording Co.,"C 2011 Domino Record Co, P 2011 Domino Record Co",
spotify:track:3pV01bfDjM4je7750kBxmD,The Last Goodbye,spotify:artist:5BYuBzqmTXwUDw2rYkwExr,The Kills,spotify:album:2uXz9xCs6Nhd3VPskXIgz4,Blood Pressures,spotify:artist:5BYuBzqmTXwUDw2rYkwExr,The Kills,2011-05-03,https://i.scdn.co/image/ab67616d0000b273f43250cef383a5a0709de53e,1,8,221986,,FALSE,0,GBCEL1100012,,2014-10-28T20:42:11Z,"alternative dance,dance-punk,garage rock,garage rock revival,indie rock,indietronica,modern blues rock,modern rock,new rave",0.297,0.295,1,-7.823,1,0.0312,0.973,0.00698,0.0897,0.116,144.296,4,,Domino Recording Co,"C Domino Recording Co Ltd, P Domino Recording Co Ltd",
spotify:track:74wT8YMz4UyTZYum66ejGN,Postcard From 1952,spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p,Explosions In The Sky,spotify:album:6aRS10ZqihKpUIZNMhKPtm,"Take Care, Take Care, Take Care",spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p,Explosions In The Sky,2011-04-18,https://i.scdn.co/image/ab67616d0000b2735f0db97467ff9087c9c35c45,1,5,426573,,FALSE,0,USY6C1119905,,2014-08-08T13:18:42Z,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",0.318,0.54,10,-11.709,1,0.0425,0.00129,0.709,0.135,0.0745,117.977,3,,Temporary Residence Ltd.,"C 2011 Temporary Residence Ltd., P 2011 Temporary Residence Ltd.",
spotify:track:5vXbJUNPaH8ThfzinwpFel,Piledriver Waltz,spotify:artist:1ctkBmvz80MGyi72Ix055S,Alex Turner,spotify:album:3UilHt7dpG4mcDNwYpNXSF,Submarine [Original Songs],spotify:artist:1ctkBmvz80MGyi72Ix055S,Alex Turner,2011-03-15,https://i.scdn.co/image/ab67616d0000b273540fedc28240781b2914ab98,1,6,204880,,FALSE,0,GBCEL1100046,,2014-08-08T13:22:18Z,sheffield indie,0.533,0.748,1,-7.861,1,0.0285,0.119,0.612,0.316,0.343,105.921,3,,Domino Recording Co.,"C 2011 Domino Record Co, P 2011 Domino Record Co",
spotify:track:6zZO7pgeSAe2Ba5ym0gQwl,Wetsuit,spotify:artist:0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,spotify:album:6eWtdQm0hSlTgpkbw4LaBG,What Did You Expect from the Vaccines?,spotify:artist:0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,2011-03-11,https://i.scdn.co/image/ab67616d0000b273142bfc39a4ff74597bf6eaae,1,5,230240,,FALSE,0,GBARL1100005,,2014-08-08T13:18:54Z,"british indie rock,garage rock,indie rock,modern rock,rock",0.474,0.742,5,-6.233,1,0.0324,0.00444,0.00666,0.166,0.233,120.744,4,,Columbia,P Tracks 1 & 4 (P) 2010; all other tracks (P) 2011 Sony Music Entertainment UK Limited,
spotify:track:0lOzOxwUGpFqYB46pY7tGL,Divina,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,spotify:album:4KQ3LjtIMBymmnizZzm0hy,Underneath The Pine,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,2011-02-21,https://i.scdn.co/image/ab67616d0000b273536dfdd9be441ca3a6b6ebae,1,4,138733,,FALSE,0,US22N1105904,,2015-09-22T22:22:12Z,"chillwave,hypnagogic pop,indie soul,indietronica",0.49,0.506,0,-6.677,1,0.0276,0.156,0.454,0.107,0.333,140.053,4,,carpark,"C 2011 Carpark, P 2011 Carpark",
spotify:track:22cmWcCul4Px0b4rnC4fxo,Lotus Flower,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:album:6CeulIpMN8ZxqlMk5Gn3S3,The King of Limbs,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,2011-02-18,https://i.scdn.co/image/ab67616d0000b2737b2de7465ca9194416fcb653,1,5,300301,,FALSE,0,GBU4B1100007,,2014-08-08T13:30:27Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.725,0.686,2,-8.796,0,0.0316,0.0904,0.449,0.0818,0.661,128.018,4,,Ticker Tape Ltd.,"C 2011 Ticker Tape Ltd, P 2011 Ticker Tape Ltd",
spotify:track:7IxWqdG1zG0gaAFYq2q0Iy,Down By The Water,spotify:artist:7ITd48RbLVpUfheE7B86o2,The Decemberists,spotify:album:3hd8GiXOy4KUTxVDVUDT5F,The King Is Dead,spotify:artist:7ITd48RbLVpUfheE7B86o2,The Decemberists,2011-01-18,https://i.scdn.co/image/ab67616d0000b2731af6d89d7ccdb5d83fd7c2a8,1,6,221853,https://p.scdn.co/mp3-preview/a6a098938a2e0f65c33ac33742cb12af9441d16c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,USCA21002832,,2014-08-08T13:16:47Z,"baroque pop,canadian indie,chamber pop,indie rock,modern folk rock,stomp and holler",0.487,0.81,4,-4.067,0,0.0357,0.000754,0,0.352,0.702,123.493,4,,Capitol Records,"C © 2011 Capitol Records, LLC, P ℗ 2010 Capitol Records, LLC",
spotify:track:4JLFathUJ09L7t7Wt0t09t,Star Eyes (I Can't Catch It) (feat. David Lynch),"spotify:artist:2dBj3prW7gP9bCCOIQeDUf, spotify:artist:64tVHZVSAZhDEiOJxnb6hE, spotify:artist:2Gu6Q05ExIGwHTF43kqLBI","Danger Mouse, Sparklehorse, David Lynch",spotify:album:4m7YqqQc36mQwhHgH4AsVu,Dark Night of The Soul,"spotify:artist:2dBj3prW7gP9bCCOIQeDUf, spotify:artist:64tVHZVSAZhDEiOJxnb6hE","Danger Mouse, Sparklehorse",2010-07-09,https://i.scdn.co/image/ab67616d0000b2734351e37fa498bdf9492252ce,1,7,190480,https://p.scdn.co/mp3-preview/fa4d438ccf1c49ea8123c7e9b1bf7367e7bc56ed?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,18,GBAYE1000508,,2014-08-08T13:30:56Z,"mashup,alternative rock,chamber pop,melancholia,dark ambient,dark jazz,montana indie",0.47,0.546,4,-4.971,1,0.0296,0.412,0.00596,0.117,0.197,125.963,4,,Parlophone UK,"C © 2010 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2010 Parlophone Records Ltd, a Warner Music Group Company",
spotify:track:1comODdI862K7ei34XZRa4,Too Afraid to Love You,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:7qE6RXYyz5kj5Tll7mJU0v,Brothers,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2010-05-18,https://i.scdn.co/image/ab67616d0000b2734cf61635ecdee5d4c4ef2bac,1,8,204733,https://p.scdn.co/mp3-preview/d44d2eed07276a40b0bb12ae4dbff3533eeba767?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,USNO11000083,,2014-08-08T13:17:38Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.531,0.676,11,-6.173,0,0.0299,0.0156,0.00287,0.0988,0.544,136.759,4,,Nonesuch,"C © 2010 Nonesuch Records, Inc., P ℗ 2010 Nonesuch Records, Inc.",
spotify:track:6teoa8EQmH92wBbHzUG02S,The Only One,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:6BhS0iZh607Op7sWvSXT4o,Brothers,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2010-05-18,https://i.scdn.co/image/ab67616d0000b2739bb3d908c702bd4187c81751,1,7,300346,,FALSE,0,USNO11000082,,2014-08-08T13:24:05Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.433,0.661,1,-7.012,0,0.0327,0.72,0.0502,0.157,0.617,105.055,4,,"The Black Keys, exclusively licensed to v2 records international T/A Cooperative Music","C (C) 2010 The Black Keys, exclusively licensed to v2 records international T/A Cooperative Music, P (P) 2010 The Black Keys, exclusively licensed to v2 records international T/A Cooperative Music",
spotify:track:0ixsO0C70FhixBXjBgaCSP,Runaway,spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,spotify:album:59gXPxZ8CwFaeknPxtxXHZ,High Violet,spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,2010-05-11,https://i.scdn.co/image/ab67616d0000b273c1bf75ecc16e26cc15065f0e,1,8,333786,,FALSE,0,GBAFL1000101,,2015-04-09T16:20:30Z,"chamber pop,indie folk,indie rock,indietronica,modern rock",0.583,0.441,4,-10.321,1,0.0325,0.869,0.557,0.117,0.349,135.037,3,,4AD,"C 2010 4AD Ltd., P 2010 4AD Ltd.",
spotify:track:3B46Lf1MB9GJcZuEJobvqd,Starlight (feat. Myles Kennedy),"spotify:artist:4Cqia9vrAbm7ANXbJGXsTE, spotify:artist:2YZOQlBE1v44RxPEAVSdVR","Slash, Myles Kennedy",spotify:album:5PmI6apXuMeGZuv9ninvl6,Slash,spotify:artist:4Cqia9vrAbm7ANXbJGXsTE,Slash,2010-04-02,https://i.scdn.co/image/ab67616d0000b2738e71e7a2b36482e439123558,1,12,327280,https://p.scdn.co/mp3-preview/3c8b6a4ccb61e1968d6937313614cbb761ce598d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,US9T51000011,,2014-05-08T12:48:16Z,"hard rock,rock",0.45,0.604,0,-6.607,1,0.0323,0.00372,0,0.113,0.221,148.278,4,,Roadrunner Records,"C © 2010 Dik Hayd Records, LLC. Issued under license to Roadrunner Records from Dik Hayd Records, LLC. Roadrunner Recods is a registered trademark of The All Blacks B.V., P ℗ 2010 Dik Hayd Records, LLC. Issued under license to Roadrunner Records from Dik Hayd Records, LLC. Roadrunner Recods is a registered trademark of The All Blacks B.V.",
spotify:track:7aYOR6HQC3cnjxpjUxvH3p,"Prickly Thorn, But Sweetly Worn (Live)",spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,spotify:album:3ceMHqU0n0gNEEBUKLNH2B,Under Great White Northern Lights,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,2010-03-15,https://i.scdn.co/image/ab67616d0000b273cb3658b0a4962e542dd3d685,1,13,203413,,FALSE,0,GBBKS0900498,,2014-05-08T12:48:16Z,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock",0.497,0.963,7,-5.945,1,0.103,0.0134,0.00329,0.946,0.519,124.671,4,,XL Recordings,"C 2010 The White Stripes / Third Man Records, LLC exclusively licensed to XL Recordings, Ltd., P 2010 The White Stripes / Third Man Records, LLC exclusively licensed to XL Recordings, Ltd.",
spotify:track:4j8Aoe3evloXqlMVVFrcHc,Richard II Or Extraordinary Popular Dimensions And The Madness Of Crowds (Responsible Hate Anthem),spotify:artist:5lJ4XQ2hlPlxACN7q3xKL1,Titus Andronicus,spotify:album:5U09FQWagzAU5HPmufUAlU,The Monitor,spotify:artist:5lJ4XQ2hlPlxACN7q3xKL1,Titus Andronicus,2010-03-09,https://i.scdn.co/image/ab67616d0000b273b0d84c17f9f04d790732d90c,1,4,306933,,FALSE,0,GBBKS0900523,,2020-01-06T14:48:42Z,"indie rock,lo-fi,new jersey indie",0.432,0.91,7,-4.3,1,0.0709,0.15,0.000136,0.228,0.146,122.978,4,,XL Recordings,"C 2010 XL Recordings, P 2010 XL Recordings",
spotify:track:2ZgJ3fxDrGSi3VKe84YDAe,The Mall & Misery,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,spotify:album:0X7WyEKdm5afGj1fmD7Blx,Broken Bells,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,2010-03-01,https://i.scdn.co/image/ab67616d0000b273e198b6b9c5bfe013458e8ec9,1,10,246973,https://p.scdn.co/mp3-preview/ac2d8c45614d91e2fd84188667b466089aa9c15b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,USSM10906533,,2014-08-08T13:21:19Z,"chamber pop,indie rock,indietronica,la indie,modern rock",0.585,0.653,3,-6.473,0,0.0377,0.364,0.0117,0.133,0.284,136.937,4,,Columbia,"P (P) 2009, 2010 Sony Music Entertainment",
spotify:track:776uhlLL06AEAkcFgUPIRr,On Coming From A Broken Home (Pt. 2),spotify:artist:0kEfub5RzlZOB2zGomqVSU,Gil Scott-Heron,spotify:album:1S5FP0ZGG6XGOIdL8OsrZB,I’m New Here,spotify:artist:0kEfub5RzlZOB2zGomqVSU,Gil Scott-Heron,2010-02-09,https://i.scdn.co/image/ab67616d0000b2731737f77a96019f6fc096bedf,1,15,135440,,FALSE,0,GBBKS0900559,,2020-01-06T14:48:46Z,"afrobeat,afropop,conscious hip hop,funk,jazz funk,political hip hop,slam poetry,soul",0.378,0.49,4,-13.579,1,0.243,0.944,0.000067,0.0783,0.329,77.08,4,,XL,"C 2010 XL Recordings Ltd., P 2010 XL Recordings Ltd.",
spotify:track:0DriQnN8udBkSpQjg9L7u2,11th Dimension,spotify:artist:1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,spotify:album:6IN7WBkcwRA1o87hVFaCa3,Phrazes For The Young,spotify:artist:1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,2009-11-03,https://i.scdn.co/image/ab67616d0000b273498dac531d5305e48bd860ff,1,3,243333,https://p.scdn.co/mp3-preview/fe9f7321b6cf417d08f1d6be7600ace7d8ccdd64?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,USRC10900512,,2014-08-08T13:22:18Z,indie rock,0.574,0.925,6,-2.766,0,0.0463,0.00164,0.0243,0.115,0.369,125.501,4,,RCA Records Label,"P (P) 2009 RCA/Jive Label Group, a unit of Sony Music Entertainment",
spotify:track:2e3KUBfcAwAyQtgbeUBKob,Walkabout (W/ Noah Lennox),"spotify:artist:3kGhAL9j1WyNjNkWTRQd8T, spotify:artist:6XrrzKnazbofp8WajiHZyH","Atlas Sound, Noah Lennox",spotify:album:5j6RB5MpNUKWJJ2uxibdJh,Logos,spotify:artist:3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound,2009-10-19,https://i.scdn.co/image/ab67616d0000b2738eb9eb8a276aec50b566bc48,1,3,238893,https://p.scdn.co/mp3-preview/61c2f85d2a22622576e2c6b46d133510083b6727?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,USNCB0913803,,2017-11-14T04:29:51Z,"atlanta indie,chamber pop,chillwave,indie rock,indietronica,modern dream pop,noise pop",0.536,0.922,2,-6.247,1,0.0667,0.0406,0.0000892,0.214,0.353,121.977,4,,kranky,"C (C) 2009 kranky, P (P) 2009 Atlas Sound",
spotify:track:2bK6Z4eleadgkBcw4X7cZy,The Only Exception,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:6N1dGeah0dkx5P8oYD3YJ3,Brand New Eyes (Deluxe Edition),spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2009-09-25,https://i.scdn.co/image/ab67616d0000b273faf10b2b495f2ad3aa3021d7,1,6,267653,https://p.scdn.co/mp3-preview/4526a38e355a6dd4c2f987f4cd4a51d88335373b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,USAT20902323,,2014-05-08T12:48:16Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,3,,Fueled By Ramen/Atlantic,"C © 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",
spotify:track:4wHco2avrYZ1YpbUfjKOXa,Feeling Sorry,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:6N1dGeah0dkx5P8oYD3YJ3,Brand New Eyes (Deluxe Edition),spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2009-09-25,https://i.scdn.co/image/ab67616d0000b273faf10b2b495f2ad3aa3021d7,1,7,185146,https://p.scdn.co/mp3-preview/b8b5dad869494c3014b5d7fdc4869b2a07850d69?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,USAT20902324,,2014-05-08T12:48:16Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.395,0.928,1,-3.672,0,0.0604,0.000109,0.000136,0.0938,0.649,195.862,3,,Fueled By Ramen/Atlantic,"C © 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",
spotify:track:4ftJwHpcBiSxyXv9tpjAlu,Turn It Off - Acoustic Version,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:6N1dGeah0dkx5P8oYD3YJ3,Brand New Eyes (Deluxe Edition),spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2009-09-25,https://i.scdn.co/image/ab67616d0000b273faf10b2b495f2ad3aa3021d7,1,15,227200,https://p.scdn.co/mp3-preview/c736512fcd6e8b5cc6880bfcefc3a2f4df855d76?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,USAT20902332,,2014-05-08T12:48:16Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.705,0.643,0,-5.835,1,0.0283,0.0816,0,0.0766,0.556,112.116,4,,Fueled By Ramen/Atlantic,"C © 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",
spotify:track:6VxZc2IHAlVoIgjqNaBMRY,Hellhole Ratrace,spotify:artist:6eO95BjZhrWHREMfwC4vVN,Girls,spotify:album:2d2nOfrJxU2Wpzc1AAZewC,Album,spotify:artist:6eO95BjZhrWHREMfwC4vVN,Girls,2009-09-22,https://i.scdn.co/image/ab67616d0000b273520def888b157ef2da6c4b09,1,6,416986,,FALSE,0,GBYPZ0900106,,2015-09-22T22:21:59Z,"bay area indie,chamber pop,indie rock,indie surf,noise pop",0.42,0.552,9,-7.37,1,0.0351,0.229,0,0.284,0.0779,114.986,4,,True Panther Sounds,"C 2009 Fantasy Trashcan (Turnstile) under exclusive license to True Panther Sounds, P 2009 Fantasy Trashcan (Turnstile) under exclusive license to True Panther Sounds",
spotify:track:0nD5PVSyjZtw86DJgvdEyG,Speed Of Sound,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,spotify:album:4yI2uDHf2YDG9iCPVuEjAF,Backspacer,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,2009-09-21,https://i.scdn.co/image/ab67616d0000b2736093be941cf92f40da498fd4,1,9,214040,,FALSE,0,USA320900009,,2014-08-08T13:30:27Z,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.469,0.73,0,-5.484,1,0.0312,0.0505,0.00000156,0.0845,0.357,136.581,3,,Monkeywrench Records,"C 2009 Monkeywrench Records, P 2009 Monkeywrench Records",
spotify:track:7q5KN70dTwTyEEE4BwiXH6,Potion Approaching,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:5ZnOKznPxZTWuMusR4tmGG,Humbug,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2009-08-25,https://i.scdn.co/image/ab67616d0000b273758b7328e71d56dfa11fabf9,1,5,212133,,FALSE,24,GBCEL0900446,,2018-03-28T21:55:05Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.421,0.758,4,-8.945,0,0.0429,0.0062,0.0673,0.0905,0.767,103.659,4,,Domino Recording Co,"C 2009 Domino Recording Co Ltd, P 2009 Domino Recording Co Ltd",
spotify:track:3zPtnhckq6bq36hqTaXW57,New Pony,spotify:artist:4AZab8zo2nTYd7ORDmQu0V,The Dead Weather,spotify:album:748kQyYY7WAP6fMSBjV7l8,Horehound,spotify:artist:4AZab8zo2nTYd7ORDmQu0V,The Dead Weather,2009-07-14,https://i.scdn.co/image/ab67616d0000b2731b65b48c44545b2ea873cc70,1,7,236853,,FALSE,0,US3JJ0900008,,2014-08-08T13:30:27Z,"alternative rock,garage rock,modern blues rock,supergroup",0.352,0.962,9,-4.683,0,0.149,0.146,0.00104,0.453,0.429,170.573,4,,Warner Records,"C © 2009 Third Man Records, LLC. Exclusively licensed to Warner Records Inc., A Warner Music Group Company., P ℗ 2009 Third Man Records, LLC. Exclusively licensed to Warner Records Inc., A Warner Music Group Company.",
spotify:track:07SayNj2d8SQWicfUqaAly,There's No Secrets This Year,spotify:artist:6qyi8X6MdP1lu6B1K6yh3h,Silversun Pickups,spotify:album:17DejhAksRNMGnFYExl6Ek,Swoon,spotify:artist:6qyi8X6MdP1lu6B1K6yh3h,Silversun Pickups,2009-04-14,https://i.scdn.co/image/ab67616d0000b273c2fe104b96a201c9a3b4c76e,1,1,333480,,FALSE,0,US3R20900101,,2014-08-08T13:27:46Z,"alternative rock,indie rock,la indie,modern alternative rock,modern rock",0.317,0.844,7,-6.646,1,0.0451,0.000115,0.0281,0.124,0.212,118.847,4,,MapleMusic Recordings,"C (C) 2009 Dangerbird Records, P (P) 2009 Dangerbird Records",
spotify:track:2ckCEdqefxdVVw3T7tPHoo,Keep It Hid,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,spotify:album:1aS3ouxrqC2xAjR5LJku6M,Keep It Hid,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,2009-02-10,https://i.scdn.co/image/ab67616d0000b273a4987d73b0fea544ed75c571,1,10,219026,,FALSE,0,USNO10807892,,2014-08-08T13:29:51Z,"garage rock,modern blues rock",0.624,0.662,9,-7.961,1,0.0448,0.172,0.136,0.172,0.816,135.087,4,,Nonesuch,"C © 2009 Nonesuch Records, P ℗ 2009 Nonesuch Records",
spotify:track:6XLikIH5besX4LSXYtHX2Y,When I Left the Room,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,spotify:album:1aS3ouxrqC2xAjR5LJku6M,Keep It Hid,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,2009-02-10,https://i.scdn.co/image/ab67616d0000b273a4987d73b0fea544ed75c571,1,12,241600,,FALSE,0,USNO10807894,,2014-08-08T13:18:54Z,"garage rock,modern blues rock",0.339,0.545,1,-6.786,1,0.033,0.0832,0.0096,0.288,0.218,92.683,4,,Nonesuch,"C © 2009 Nonesuch Records, P ℗ 2009 Nonesuch Records",
spotify:track:0e4qEWcpXsQykKY8fvC1ZS,Mean Monsoon,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,spotify:album:1aS3ouxrqC2xAjR5LJku6M,Keep It Hid,spotify:artist:6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,2009-02-10,https://i.scdn.co/image/ab67616d0000b273a4987d73b0fea544ed75c571,1,8,225373,,FALSE,0,USNO10807890,,2014-08-08T13:29:51Z,"garage rock,modern blues rock",0.577,0.782,9,-8.208,0,0.0282,0.153,0.00184,0.23,0.617,97.165,4,,Nonesuch,"C © 2009 Nonesuch Records, P ℗ 2009 Nonesuch Records",
